Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Treadmill Running,2024-03-18 13:51:00,false,"Recovery","5.84","295","00:36:23","122","139","1.9","145","201","6:14","4:54","--","--","1.09","10.4","11.8","273","48.5% L / 51.5% R","--","300","0.0","265","407","5,264","--","No","00:00:14.2","7","--","25","19","36","00:36:22","00:36:23","--","--"
Running,2024-03-17 10:21:07,false,"Sydney Running","5.03","325","00:26:56","143","161","2.7","155","167","5:21","3:50","35","35","1.20","9.8","12.2","232","49.3% L / 50.7% R","5:21","325","0.0","312","478","4,128","--","No","00:00:15.0","6","--","28","15","38","00:26:40","00:26:56","42","55"
Treadmill Running,2024-03-16 11:54:57,false,"Recovery","5.19","284","00:34:56","119","138","1.7","138","231","6:44","3:48","--","--","1.04","9.5","9.6","300","--","--","241","0.0","212","440","4,808","--","No","00:01:29.5","6","--","--","--","--","00:31:33","00:34:56","--","--"
Treadmill Running,2024-03-15 12:11:03,false,"Threshold","8.37","577","00:54:52","144","171","3.3","132","241","6:33","4:15","--","--","1.16","10.0","11.5","270","48.5% L / 51.5% R","--","298","0.0","244","414","7,076","--","No","00:00:11.1","16","--","32","13","48","00:48:43","00:54:52","--","--"
Treadmill Running,2024-03-13 13:10:51,false,"Treadmill Running","6.73","373","00:46:30","122","140","2.1","140","167","6:55","5:36","--","--","0.96","9.3","8.9","301","--","--","229","0.0","200","294","6,430","--","No","00:01:27.1","7","--","--","--","--","00:45:06","00:46:30","--","--"
Treadmill Running,2024-03-12 10:56:32,false,"Threshold","7.86","564","00:50:05","148","171","3.3","131","244","6:22","4:21","--","--","1.22","10.0","12.2","242","48.3% L / 51.7% R","--","305","0.0","257","389","6,408","--","No","00:00:05.2","16","--","30","11","46","00:42:55","00:50:05","--","--"
Treadmill Running,2024-03-11 09:28:07,false,"Base","5.70","420","00:40:13","135","149","2.7","144","231","7:03","4:18","--","--","1.06","9.4","9.4","289","--","--","247","0.0","221","382","5,744","--","No","00:01:13.2","7","--","--","--","--","00:37:05","00:40:13","--","--"
Treadmill Running,2024-03-10 16:48:06,false,"Treadmill Running","6.03","337","00:42:45","123","152","2.4","134","239","7:05","4:37","--","--","0.93","9.1","8.0","290","--","--","218","0.0","171","363","5,758","--","No","00:06:22.9","5","--","--","--","--","00:39:39","00:42:45","--","--"
Treadmill Running,2024-03-09 13:03:59,false,"Threshold","8.19","491","00:42:11","146","170","3.4","153","192","5:09","4:10","--","--","1.26","9.9","12.7","229","49.0% L / 51.0% R","--","331","0.0","315","432","6,420","--","No","00:00:11.4","10","--","33","14","44","00:41:04","00:42:11","--","--"
Treadmill Running,2024-03-08 12:41:50,false,"Base","7.02","416","00:39:37","134","149","2.6","150","218","5:39","5:12","--","--","1.10","9.3","9.9","287","--","--","263","0.0","248","323","5,888","--","No","00:00:36.6","8","--","--","--","--","00:38:01","00:39:37","--","--"
Treadmill Running,2024-03-06 13:25:49,false,"Threshold","6.81","451","00:39:56","145","171","3.1","140","255","5:52","4:08","--","--","1.22","9.6","11.7","246","49.3% L / 50.8% R","--","317","0.0","272","402","5,484","--","No","00:00:31.5","8","--","33","17","48","00:35:58","00:39:56","--","--"
Treadmill Running,2024-03-05 12:41:24,false,"Threshold","9.14","590","00:55:02","145","170","3.4","136","202","6:01","3:59","--","--","1.24","9.4","11.8","244","49.5% L / 50.5% R","--","318","0.0","267","416","7,356","--","No","00:00:01.9","13","--","32","18","49","00:47:50","00:55:02","--","--"
Running,2024-03-03 09:13:44,false,"Sydney - Anaerobic","6.98","471","00:47:42","134","170","2.8","136","182","6:50","2:51","42","43","1.06","8.9","9.2","260","49.5% L / 50.5% R","6:40","293","0.0","229","579","6,334","--","No","00:00:01.9","19","--","29","15","37","00:46:17","00:47:42","44","56"
Treadmill Running,2024-03-02 13:10:06,false,"Sydney - Base","6.92","392","00:39:05","133","151","2.6","152","171","5:39","5:37","36","1","0.57","12.2","5.4","315","--","24:37","100","0.0","87","245","6,052","--","No","00:00:05.3","2","--","--","--","--","00:29:54","00:39:05","48","51"
Treadmill Running,2024-03-01 10:54:50,false,"Treadmill Running","3.31","217","00:25:03","121","146","1.7","137","233","7:35","5:29","--","--","1.04","9.4","9.2","296","--","--","237","0.0","203","292","3,490","--","No","00:03:33.3","4","--","--","--","--","00:22:56","00:25:03","--","--"
Running,2024-02-29 08:43:28,false,"Sydney - Anaerobic","7.20","544","00:55:01","137","174","3.0","121","224","7:38","2:55","34","39","1.08","8.7","9.1","282","48.7% L / 51.3% R","7:28","282","0.0","201","558","6,420","--","No","00:00:40","23","--","29","17","42","00:48:16","00:55:01","45","57"
Treadmill Running,2024-02-28 13:31:07,false,"Base","7.13","476","00:39:29","145","161","3.2","153","240","5:32","4:44","--","--","1.18","10.4","12.7","236","49.1% L / 50.9% R","--","317","0.0","302","402","5,970","--","No","00:00:29.1","9","--","31","13","40","00:39:03","00:39:29","--","--"
Treadmill Running,2024-02-27 13:12:56,false,"Recovery","7.98","457","00:56:45","125","148","2.3","139","187","7:07","5:09","--","--","0.99","9.9","10.4","282","49.3% L / 50.7% R","--","277","0.0","224","360","7,852","--","No","00:03:45.6","9","--","28","19","37","00:56:23","00:56:45","--","--"
Running,2024-02-25 09:58:28,false,"Sydney - Sprint","7.32","509","00:55:19","130","167","2.6","129","218","7:34","2:06","46","42","1.02","9.3","9.2","267","49.6% L / 50.4% R","7:23","268","0.0","210","719","6,884","--","No","00:00:03.8","23","--","29","16","38","00:51:24","00:55:19","45","57"
Running,2024-02-24 10:30:42,false,"Sydney - VO2 Max","6.94","469","00:41:12","143","180","3.2","135","199","5:56","3:06","58","61","1.24","7.8","9.8","248","49.5% L / 50.5% R","5:48","336","0.0","264","510","5,412","--","No","00:00:02.2","14","--","31","13","45","00:37:18","00:41:12","41","56"
Treadmill Running,2024-02-23 10:25:21,false,"Treadmill Running","2.48","167","00:15:44","130","143","2.0","151","250","6:20","4:06","--","--","1.06","9.5","10.0","294","--","--","254","0.0","247","403","2,360","--","No","00:03:04.8","3","--","--","--","--","00:15:17","00:15:44","--","--"
Treadmill Running,2024-02-22 22:20:07,false,"Base","7.26","425","00:39:10","139","151","2.5","157","222","5:24","4:42","--","--","1.20","10.9","13.3","233","50.7% L / 49.3% R","--","320","0.0","318","423","6,084","--","No","00:00:09.9","9","--","25","16","37","00:38:49","00:39:10","--","--"
Treadmill Running,2024-02-21 13:29:05,false,"Base","15.01","816","01:26:59","137","154","3.0","151","190","5:48","4:38","--","--","1.13","9.8","11.6","252","49.9% L / 50.1% R","--","307","0.0","280","393","13,070","--","No","00:01:40.8","16","--","27","15","37","01:26:47","01:26:59","--","--"
Treadmill Running,2024-02-20 12:56:25,false,"Threshold","7.99","511","00:50:02","139","168","3.1","139","240","6:16","4:19","--","--","1.16","9.6","11.1","252","50.0% L / 50.0% R","--","300","0.0","254","383","6,766","--","No","00:00:01.9","16","--","31","16","43","00:44:07","00:50:06","--","--"
Running,2024-02-19 09:44:32,false,"Sydney - Base","5.20","346","00:31:49","136","155","2.5","148","170","6:07","4:13","31","33","1.11","9.4","10.8","242","49.3% L / 50.7% R","5:59","302","0.0","270","416","4,648","--","No","00:01:23.8","6","--","29","18","37","00:31:07","00:31:50","44","56"
Treadmill Running,2024-02-18 16:03:03,false,"Threshold","8.72","553","00:50:02","145","170","3.2","147","250","5:44","4:13","--","--","1.18","9.0","10.6","236","49.9% L / 50.1% R","--","309","0.0","271","378","7,212","--","No","00:00:02.0","16","--","30","18","39","00:44:54","00:50:02","--","--"
Treadmill Running,2024-02-17 13:29:59,false,"Treadmill Running","7.61","369","00:57:29","112","139","1.6","133","248","7:33","3:50","--","--","0.93","9.0","8.2","297","--","--","218","0.0","173","425","7,678","--","No","00:06:27.7","7","--","--","--","--","00:51:57","00:57:29","--","--"
Treadmill Running,2024-02-16 10:48:16,false,"Base","6.64","375","00:38:20","132","146","2.1","150","168","5:46","4:46","--","--","1.16","10.8","12.8","241","49.4% L / 50.6% R","--","306","0.0","292","432","5,662","--","No","00:04:27.4","7","--","25","14","36","00:36:57","00:38:20","--","--"
Running,2024-02-15 08:27:49,false,"Sydney - Base","5.12","327","00:29:06","137","158","2.6","148","165","5:41","4:04","36","39","1.18","9.1","10.9","236","49.6% L / 50.4% R","5:36","318","0.0","285","453","4,256","--","No","00:00:38.4","6","--","29","15","37","00:28:37","00:29:06","45","56"
Treadmill Running,2024-02-14 12:23:28,false,"Base","7.10","418","00:42:14","133","147","2.3","148","248","5:57","5:05","--","--","1.14","11.1","12.9","243","49.7% L / 50.3% R","--","304","0.0","288","382","6,116","--","No","00:00:14.5","9","--","28","18","36","00:40:12","00:42:14","--","--"
Treadmill Running,2024-02-13 12:03:55,false,"Threshold","9.11","569","00:54:03","142","171","3.2","144","250","5:56","4:15","--","--","1.16","9.1","10.6","247","50.1% L / 49.9% R","--","305","0.0","262","401","7,568","--","No","00:00:02.9","16","--","32","13","48","00:48:54","00:54:03","--","--"
Treadmill Running,2024-02-12 12:50:24,false,"Recovery","5.04","294","00:30:04","128","140","2.1","154","163","5:58","5:30","--","--","1.05","9.5","9.9","290","--","--","252","0.0","249","305","4,606","--","No","00:00:03.5","6","--","--","--","--","00:29:21","00:30:04","--","--"
Treadmill Running,2024-02-11 13:10:53,false,"Threshold","7.88","490","00:40:04","149","172","3.4","155","169","5:05","4:16","--","--","1.25","9.8","12.4","223","49.0% L / 51.0% R","--","323","0.0","310","463","6,130","--","No","00:00:04.5","10","--","33","18","44","00:38:38","00:40:04","--","--"
Running,2024-02-10 10:32:50,false,"Sydney - Anaerobic","7.20","489","00:47:46","137","172","2.8","140","185","6:38","2:49","68","75","1.06","8.5","8.9","261","48.8% L / 51.2% R","6:28","293","0.0","236","608","6,556","--","No","00:00:05.7","19","--","29","19","40","00:47:10","00:47:46","42","57"
Treadmill Running,2024-02-09 12:19:31,false,"Threshold","7.12","443","00:42:08","139","165","2.9","146","226","5:55","4:23","--","--","1.15","9.6","11.2","251","49.2% L / 50.8% R","--","303","0.0","269","426","6,016","--","No","00:00:07.7","13","--","31","16","45","00:39:20","00:42:08","--","--"
Treadmill Running,2024-02-08 13:51:24,false,"Treadmill Running","3.31","177","00:20:00","121","131","1.3","156","163","6:02","5:31","--","--","1.06","9.3","9.9","286","--","--","261","0.0","258","295","3,118","--","No","00:01:49.0","4","--","--","--","--","00:19:50","00:20:00","--","--"
Running,2024-02-07 09:49:37,false,"Sydney Running","5.07","351","00:27:39","155","177","3.1","142","177","5:27","3:42","39","45","1.29","8.3","11.0","231","47.6% L / 52.4% R","5:23","339","0.0","292","507","3,840","--","No","00:00:40.2","6","--","33","22","44","00:25:54","00:27:39","42","56"
Running,2024-02-06 18:20:49,false,"Sydney Running","1.22","69","00:06:24","144","154","1.8","144","167","5:14","3:39","15","10","1.33","8.0","10.5","265","--","5:06","341","0.0","312","463","778","--","No","00:01:16","2","--","--","--","--","00:06:08","00:06:24","41","55"
Running,2024-02-06 07:56:04,false,"Sydney Running","3.05","187","00:13:50","157","178","2.7","160","168","4:32","3:50","22","26","1.38","8.6","12.3","222","48.8% L / 51.2% R","4:40","362","0.0","352","469","2,196","--","No","00:00:16.6","4","--","35","17","48","00:13:19","00:13:50","44","55"
Treadmill Running,2024-02-05 13:17:26,false,"Base","7.55","448","00:42:05","137","150","2.5","163","225","5:34","4:47","--","--","1.18","10.0","12.1","228","49.3% L / 50.7% R","--","315","0.0","312","359","6,806","--","No","00:00:04.3","10","--","28","13","39","00:41:42","00:42:05","--","--"
Treadmill Running,2024-02-04 13:53:42,false,"Threshold","8.45","521","00:48:05","145","174","3.3","145","225","5:41","4:21","--","--","1.10","9.5","10.5","270","49.3% L / 50.7% R","--","297","0.0","253","385","6,836","--","No","00:00:04.7","12","--","32","15","41","00:44:05","00:48:05","--","--"
Treadmill Running,2024-02-03 17:57:16,false,"Treadmill Running","3.70","201","00:30:44","112","140","1.5","133","197","8:18","5:05","--","--","0.83","10.1","8.6","371","49.8% L / 50.2% R","--","230","0.0","173","345","4,028","--","No","00:05:24.7","4","--","25","19","36","00:29:51","00:30:44","--","--"
Treadmill Running,2024-02-02 12:36:25,false,"Threshold","9.58","620","00:54:05","148","172","3.4","148","226","5:39","4:00","--","--","1.19","9.1","11.0","233","48.5% L / 51.5% R","--","313","0.0","277","392","7,850","--","No","00:00:05.1","16","--","32","13","44","00:48:35","00:54:05","--","--"
Treadmill Running,2024-02-01 12:47:32,false,"Recovery","5.01","309","00:31:16","129","140","2.1","162","171","6:15","5:11","--","--","1.10","8.9","9.7","271","--","--","275","0.0","273","302","5,056","--","No","00:01:16.4","7","--","--","--","--","00:31:08","00:31:16","--","--"
Running,2024-01-31 08:32:48,false,"Sydney - Threshold","7.01","501","00:40:07","153","175","3.3","148","252","5:43","4:05","58","63","1.18","8.8","10.7","233","48.1% L / 51.9% R","5:40","323","0.0","285","482","5,842","--","No","00:00:06.9","9","--","34","14","45","00:37:50","00:40:07","41","55"
Treadmill Running,2024-01-30 20:21:36,false,"Recovery","4.71","315","00:30:05","131","140","2.2","162","240","6:23","3:37","--","--","1.11","8.9","9.8","271","--","--","282","0.0","280","452","4,824","--","No","00:00:05.0","7","--","--","--","--","00:29:53","00:30:05","--","--"
Treadmill Running,2024-01-29 15:54:33,false,"Base","12.51","698","01:05:06","139","153","2.8","162","243","5:12","3:26","--","--","1.19","10.0","12.2","221","48.4% L / 51.6% R","--","314","0.0","313","386","10,422","--","No","00:00:06.1","14","--","25","15","38","01:04:59","01:05:06","--","--"
Treadmill Running,2024-01-28 20:14:00,false,"Treadmill Running","3.87","226","00:20:02","134","144","2.2","165","171","5:11","3:35","--","--","1.53","7.3","11.2","235","--","--","390","0.0","387","450","3,286","--","No","00:00:06.4","6","--","--","--","--","00:19:54","00:20:02","--","--"
Running,2024-01-27 08:37:45,false,"Sydney - Sprint","7.92","530","00:55:24","131","168","2.7","137","221","6:59","2:07","50","54","1.02","8.8","8.7","275","48.9% L / 51.1% R","6:55","282","0.0","222","737","7,416","--","No","00:00:08.6","23","--","28","19","37","00:54:40","00:55:24","43","57"
Treadmill Running,2024-01-26 13:16:25,false,"Treadmill Running","3.36","201","00:20:00","124","139","2.0","162","240","5:57","3:05","--","--","1.16","10.1","12.0","230","48.9% L / 51.1% R","--","312","0.0","309","484","3,224","--","No","00:03:30.3","4","--","33","17","43","00:19:48","00:20:00","--","--"
Running,2024-01-25 17:44:21,false,"Sydney Running","5.02","330","00:25:04","153","168","3.0","162","167","5:00","4:29","36","45","1.24","9.6","12.1","222","48.7% L / 51.3% R","5:00","340","0.0","336","430","4,026","--","No","00:00:06.3","6","--","31","15","40","00:25:01","00:25:04","43","56"
Running,2024-01-23 11:21:30,false,"Sydney - Lactate Threshold Test","4.51","324","00:25:07","149","177","3.0","151","178","5:34","3:34","26","24","1.21","9.3","11.2","241","49.4% L / 50.6% R","5:27","332","0.0","302","491","3,690","--","No","00:00:15.4","8","--","33","21","44","00:23:45","00:25:07","46","57"
Running,2024-01-22 10:23:30,false,"Sydney - Anaerobic","8.73","626","01:00:51","137","171","3.0","142","209","6:58","2:48","66","64","1.00","9.2","9.0","265","48.9% L / 51.1% R","6:49","291","0.0","235","584","8,388","--","No","00:00:10.6","25","--","28","14","41","01:00:18","01:00:51","44","57"
Treadmill Running,2024-01-20 13:12:42,false,"Base","10.02","661","00:52:30","145","166","3.3","166","174","5:14","4:43","--","--","1.15","9.8","11.6","224","48.6% L / 51.4% R","--","319","0.0","317","359","8,644","--","No","00:00:46.4","11","--","30","19","39","00:52:09","00:52:30","--","--"
Running,2024-01-19 10:57:21,false,"Sydney - Threshold","6.76","508","00:41:27","152","174","3.2","150","229","6:08","3:28","56","62","1.10","9.2","10.1","242","48.5% L / 51.5% R","6:02","302","0.0","270","575","6,128","--","No","00:01:22.3","9","--","34","18","46","00:39:30","00:41:27","42","57"
Treadmill Running,2024-01-18 13:24:01,false,"Base","7.00","492","00:38:05","149","159","3.3","164","226","5:26","4:35","--","--","1.16","9.9","11.8","226","49.4% L / 50.6% R","--","317","0.0","311","389","6,180","--","No","00:00:38.0","9","--","29","14","38","00:38:00","00:38:05","--","--"
Running,2024-01-17 11:54:20,false,"Sydney - Threshold","6.27","487","00:40:07","152","173","3.3","138","231","6:24","4:10","43","47","1.10","8.3","9.0","267","--","6:18","291","0.0","242","434","5,788","--","No","00:00:07.2","9","--","--","--","--","00:38:56","00:40:07","43","57"
Running,2024-01-16 12:21:40,false,"Sydney - Recovery","3.76","261","00:23:38","135","155","2.2","144","241","6:18","3:55","33","37","1.10","8.6","9.3","274","--","6:08","291","0.0","257","436","3,446","--","No","00:04:50.4","4","--","--","--","--","00:23:36","00:23:38","46","57"
Treadmill Running,2024-01-15 13:21:47,false,"Base","10.03","761","01:01:16","144","158","3.4","157","240","6:07","5:34","--","--","1.04","9.4","9.8","286","--","--","260","0.0","259","296","9,626","--","No","00:03:03.3","11","--","--","--","--","01:01:00","01:01:16","--","--"
Running,2024-01-14 18:56:15,false,"Sydney Running","1.22","94","00:06:40.8","157","175","2.1","134","161","5:28","3:58","13","8","1.41","8.1","11.4","263","--","5:09","366","0.0","316","481","904","--","No","00:01:13.0","2","--","--","--","--","00:05:46","00:06:40.8","41","55"
Treadmill Running,2024-01-13 13:42:20,false,"Threshold","6.19","473","00:42:07","143","168","3.4","146","195","6:48","5:18","--","--","1.01","9.3","9.4","298","--","--","250","0.0","229","316","6,120","--","No","00:00:06.8","8","--","--","--","--","00:41:23","00:42:07","--","--"
Treadmill Running,2024-01-12 13:03:41,false,"Recovery","5.37","354","00:37:09","126","138","2.1","146","158","6:55","5:44","--","--","1.00","9.7","9.6","313","--","--","237","0.0","227","299","5,414","--","No","00:00:13.8","7","--","--","--","--","00:37:05","00:37:09","--","--"
Treadmill Running,2024-01-11 13:27:53,false,"Base","5.92","448","00:39:08","136","156","2.9","149","158","6:37","5:50","--","--","1.04","9.6","9.9","302","--","--","249","0.0","241","284","5,738","--","No","00:00:07.9","7","--","--","--","--","00:38:16","00:39:08","--","--"
Running,2024-01-10 07:50:01,false,"Sydney - Threshold","7.49","550","00:45:27","148","175","3.3","131","233","6:04","3:46","53","55","1.23","8.4","9.9","273","--","6:03","305","0.0","255","457","6,308","--","No","00:00:27.0","13","--","--","--","--","00:43:51","00:45:27","43","57"
Treadmill Running,2024-01-09 13:25:51,false,"Base","7.81","579","00:51:31","136","153","3.0","150","158","6:36","5:49","--","--","1.03","9.7","9.8","301","--","--","246","0.0","240","282","7,650","--","No","00:00:20.1","10","--","--","--","--","00:51:12","00:51:31","--","--"
Running,2024-01-08 16:32:47,false,"Sydney - Anaerobic","7.49","539","00:50:10","137","173","3.0","125","243","6:42","3:04","54","52","1.11","8.1","8.7","268","--","6:36","302","0.0","222","605","6,716","--","No","00:00:10.4","19","--","--","--","--","00:49:39","00:50:10","45","56"
Running,2024-01-07 19:24:57,false,"Sydney - Base","6.17","461","00:39:08","144","163","3.0","139","242","6:21","4:13","60","55","1.14","8.9","10.0","284","--","6:12","286","0.0","258","424","5,574","--","No","00:00:07.7","8","--","--","--","--","00:37:11","00:39:08","37","55"
Running,2024-01-05 16:51:39,false,"Sydney Running","3.02","228","00:16:32","160","178","3.0","137","233","5:29","3:15","31","31","1.31","8.3","10.9","270","--","5:29","348","0.0","298","533","2,318","--","No","00:00:09.0","4","--","--","--","--","00:15:01","00:16:36","42","55"
Running,2024-01-04 17:31:35,false,"Sydney - Sprint","6.02","446","00:44:17","135","170","2.7","126","227","7:22","1:50","44","43","1.00","8.3","8.0","275","--","7:14","267","0.0","200","923","5,792","--","No","00:00:07.5","19","--","--","--","--","00:43:46","00:44:17","43","55"
Treadmill Running,2024-01-03 12:40:50,false,"Base","5.59","470","00:39:12","143","162","3.2","145","156","7:01","5:50","--","--","0.98","9.7","9.5","311","--","--","236","0.0","224","280","5,672","--","No","00:00:11.8","7","--","--","--","--","00:38:39","00:39:12","--","--"
Treadmill Running,2024-01-02 13:41:44,false,"Threshold","7.62","611","00:55:07","146","171","3.6","139","246","7:14","5:02","--","--","1.03","9.4","9.5","311","--","--","245","0.0","217","339","7,530","--","No","00:00:06.7","11","--","--","--","--","00:50:56","00:55:07","--","--"
Running,2024-01-01 13:04:08,false,"Sydney - Base","2.67","193","00:17:36","135","157","2.2","135","242","6:35","4:09","26","25","1.11","8.9","9.6","283","--","6:25","284","0.0","245","430","2,468","--","No","00:00:11.1","4","--","--","--","--","00:17:09","00:21:19","42","56"
Running,2023-12-31 13:21:39,false,"Sydney - Sprint","5.07","381","00:35:45","135","179","2.9","127","239","7:03","1:52","53","52","1.06","8.1","8.4","272","--","6:54","285","0.0","213","848","4,592","--","No","00:00:15","15","--","--","--","--","00:34:19","00:35:45","44","56"
Treadmill Running,2023-12-30 14:11:32,false,"Treadmill Running","3.53","211","00:26:21","114","128","1.4","141","153","7:27","6:19","--","--","1.01","9.9","9.4","316","--","--","228","0.0","210","261","3,722","--","No","00:05:46.1","4","--","--","--","--","00:25:43","00:26:21","--","--"
Treadmill Running,2023-12-29 13:56:25,false,"Recovery","4.12","272","00:28:08","125","134","2.0","145","156","6:50","5:47","--","--","1.03","9.8","9.9","311","--","--","240","0.0","233","284","4,100","--","No","00:00:07.7","6","--","--","--","--","00:27:31","00:28:08","--","--"
Running,2023-12-27 11:49:09,false,"Sydney - Sprint","5.84","446","00:43:37","140","173","2.9","126","239","7:28","1:54","40","43","0.99","8.2","7.9","280","--","7:22","255","0.0","191","820","5,704","--","No","00:00:06.8","17","--","--","--","--","00:43:12","00:43:37","46","56"
Treadmill Running,2023-12-26 12:44:14,false,"Tempo","7.04","564","00:50:44","142","163","3.3","141","240","7:13","4:35","--","--","1.01","9.5","9.4","322","--","--","237","0.0","216","379","7,032","--","No","00:00:44.5","13","--","--","--","--","00:49:09","00:50:44","--","--"
Treadmill Running,2023-12-24 14:19:16,false,"Base","6.55","481","00:48:08","132","155","2.9","140","249","7:21","3:55","--","--","1.01","9.7","9.6","321","--","--","232","0.0","215","441","6,742","--","No","00:00:08.0","8","--","--","--","--","00:45:52","00:48:08","--","--"
Treadmill Running,2023-12-23 13:26:36,false,"Recovery","4.19","279","00:28:11","126","146","2.2","146","153","6:44","6:11","--","--","1.01","9.8","9.9","313","--","--","241","0.0","237","262","4,108","--","No","00:00:11.3","6","--","--","--","--","00:28:01","00:28:11","--","--"
Treadmill Running,2023-12-22 13:34:09,false,"Recovery","4.18","272","00:28:10","126","151","2.1","146","165","6:44","5:33","--","--","1.02","9.7","9.9","309","--","--","241","0.0","235","308","4,110","--","No","00:00:09.8","6","--","--","--","--","00:27:44","00:28:10","--","--"
Running,2023-12-21 13:37:23,false,"Sydney - Benchmark Run","1.71","113","00:09:13.2","139","173","2.2","136","230","5:24","4:03","15","16","1.32","8.2","10.8","273","--","5:19","363","0.0","304","550","1,310","--","No","00:00:13.2","5","--","--","--","--","00:08:57.0","00:09:13.2","41","54"
Treadmill Running,2023-12-19 11:56:03,false,"Base","6.67","642","00:47:14","137","155","4.4","143","248","7:05","3:56","--","--","1.03","9.6","9.7","312","--","--","237","0.0","223","428","6,660","--","No","00:00:14.4","8","--","--","--","--","00:44:55","00:47:14","--","--"
Treadmill Running,2023-12-18 13:00:34,false,"Base","6.53","497","00:43:10","137","152","3.1","149","203","6:37","5:49","--","--","1.01","9.6","9.7","303","--","--","244","0.0","239","293","6,422","--","No","00:00:10.0","8","--","--","--","--","00:42:58","00:43:10","--","--"
Treadmill Running,2023-12-17 13:37:45,false,"Recovery","4.04","272","00:26:47","127","137","2.2","148","165","6:37","5:55","--","--","1.03","9.8","10.0","310","--","--","243","0.0","241","291","3,960","--","No","00:00:47.4","5","--","--","--","--","00:26:29","00:26:47","--","--"
Treadmill Running,2023-12-16 12:31:20,false,"Base","5.21","327","00:36:14","122","135","2.1","146","243","6:57","4:16","--","--","0.99","9.7","9.5","314","--","--","234","0.0","226","398","5,232","--","No","00:00:14.2","7","--","--","--","--","00:35:35","00:36:14","--","--"
Treadmill Running,2023-12-14 12:29:19,false,"Tempo","5.52","538","00:39:05","144","174","4.5","138","249","7:05","4:10","--","--","1.07","9.4","9.9","304","--","--","251","0.0","223","399","5,310","--","No","00:00:03.1","11","--","--","--","--","00:35:31","00:39:10","--","--"
Treadmill Running,2023-12-12 21:22:12,false,"Treadmill Running","4.20","200","00:42:40","100","116","0.6","122","249","10:09","4:50","--","--","0.81","7.9","6.3","421","--","--","123","0.0","120","297","5,026","--","No","00:02:04.5","5","--","--","--","--","00:42:23","00:42:40","--","--"
Treadmill Running,2023-12-11 21:44:57,false,"Treadmill Running","3.20","173","00:20:10","125","134","1.3","146","153","6:18","5:56","--","--","1.09","9.6","10.4","307","--","--","258","0.0","254","280","2,978","--","No","00:01:26.0","4","--","--","--","--","00:19:48","00:20:10","--","--"
Treadmill Running,2023-12-11 13:24:49,false,"Treadmill Running","5.03","263","00:51:58","105","139","1.4","116","249","10:21","5:25","--","--","0.88","8.9","7.6","385","--","--","181","0.0","136","314","6,022","--","No","00:04:52.7","6","--","--","--","--","00:45:41","00:51:58","--","--"
Treadmill Running,2023-12-10 22:39:38,false,"Treadmill Running","2.58","176","00:23:26","118","150","2.0","125","249","9:04","3:54","--","--","0.93","8.9","8.1","344","--","--","204","0.0","160","441","2,866","--","No","00:04:23.4","3","--","--","--","--","00:21:40","00:23:26","--","--"
Treadmill Running,2023-12-10 11:53:28,false,"Treadmill Running","5.02","305","00:34:45","130","172","2.2","139","233","6:55","3:53","--","--","1.09","9.5","10.2","307","--","--","251","0.0","231","434","4,752","--","No","00:00:42.2","6","--","--","--","--","00:31:46","00:35:11","--","--"
Treadmill Running,2023-12-09 22:02:29,false,"Treadmill Running","3.27","236","00:21:23","142","157","2.5","146","249","6:32","3:48","--","--","1.07","9.7","10.3","315","--","--","248","0.0","244","452","3,074","--","No","00:01:56.2","4","--","--","--","--","00:21:01","00:21:23","--","--"
Treadmill Running,2023-12-09 12:03:30,false,"Treadmill Running","3.02","130","00:38:52","87","106","0.3","108","249","12:52","5:19","--","--","0.78","8.2","6.2","425","--","--","112","0.0","97","310","4,028","--","No","00:00:16.8","4","--","--","--","--","00:33:32","00:38:52","--","--"
Running,2023-12-08 20:46:56,false,"Sydney Running","0.46","30","00:03:04.4","130","154","0.7","126","249","6:42","3:48","6","4","1.24","8.1","9.6","292","--","5:54","339","0.0","252","472","434","--","No","00:03:04.4","1","--","--","--","--","00:02:52","00:03:04.4","10","16"
Treadmill Running,2023-12-08 12:08:52,false,"Treadmill Running","4.30","295","00:32:17","133","154","2.4","137","240","7:31","4:08","--","--","1.01","9.7","9.6","327","--","--","228","0.0","209","408","4,344","--","No","00:04:45.8","5","--","--","--","--","00:30:37","00:32:17","--","--"
Treadmill Running,2023-12-07 22:32:54,false,"Treadmill Running","2.44","104","00:26:51","91","101","0.2","120","246","11:00","5:29","--","--","0.79","8.3","6.4","434","--","--","122","0.0","114","280","3,140","--","No","00:00:02.3","4","--","--","--","--","00:26:12","00:26:51","--","--"
Treadmill Running,2023-12-07 13:44:15,false,"Treadmill Running","4.01","164","00:44:54","90","104","0.3","117","250","11:12","4:57","--","--","0.85","7.9","6.4","413","--","--","125","0.0","112","300","5,176","--","No","00:00:12.8","5","--","--","--","--","00:41:47","00:44:54","--","--"
